id,codigo,descripcion,descripcion_compras,tipo,ofin006_id,ofin001_id,ofpr010_id,ofin005_id,ofcm002_codigo,oftx020_id,categoria_fiscal,cant_disponible,observaciones,status,userid_creacion,fecha_creacion,fecha_ult_modificacion,userid_modificacion
665,P19926-001,"SPS-MB SYS I/O, w/Subpan","SPS-MB SYS I/O, w/Subpan",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
666,P03798-001,"HPE StoreServ 8000 ","HPE StoreServ 8000 ",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
667,866793-001,"SPS-PS, 1U 12V 800W HTPLG HE-T PLC","SPS-PS, 1U 12V 800W HTPLG HE-T PLC",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
668,AD374-2100A,"HP CPU ITANIUM2 1.6GHZ-24MB/533 DC MONTVALE PROCESSOR","HP CPU ITANIUM2 1.6GHZ-24MB/533 DC MONTVALE PROCESSOR",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
669,J9536-61201,"ProCurve switch zl 20P Gig-T PoE","ProCurve switch zl 20P Gig-T PoE",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
670,P45955-001,"SPS-HDD 600GB SAS SFF 15K SGT KSTS SS8K","SPS-HDD 600GB SAS SFF 15K SGT KSTS SS8K",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
671,338022-001,"SPS-PWR SUPPLY,575W","SPS-PWR SUPPLY,575W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
672,723571-001,"SPS Expansion Module Chassis","SPS Expansion Module Chassis",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
673,723580-001,"SPS Robotic Assembly","SPS Robotic Assembly",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
674,AH342-67101,"SPS PC Board,  Mod0 Blade Assy","SPS PC Board,  Mod0 Blade Assy",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
675,JC772-61001,"SP A5900AF-48XG-4QSFP Switch","SP A5900AF-48XG-4QSFP Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
676,412488-001,"SPS-CHASSIS MSL6000CR","SPS-CHASSIS MSL6000CR",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
677,598167-001,"SPS-BD SYSTEM I/O G6 C2","SPS-BD SYSTEM I/O G6 C2",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
678,639410-001,"SPS-CHASSIS 2U24 6G SINGLE MIDPLANE","SPS-CHASSIS 2U24 6G SINGLE MIDPLANE",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
679,AH342-69006,"SPS-Blade i4 System Board Base Unit","SPS-Blade i4 System Board Base Unit",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
680,AT101-69001,"SPS- PCA, rx2800 i4 System Board","SPS- PCA, rx2800 i4 System Board",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
681,J4900-69501,"HP J4900B SWITCH 2626","HP J4900B SWITCH 2626",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
682,J9265-69001,"HP 6600-24XG Switch","HP 6600-24XG Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
683,J9584-61001,"HP E3800-24SFP-2SFP+ Switch","HP E3800-24SFP-2SFP+ Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
684,JC612-61001,"HP A10508 Switch Chassis","HP A10508 Switch Chassis",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
685,411121-001,"Brocade 4/24 Storage Area Network (SAN) switch","Brocade 4/24 Storage Area Network (SAN) switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
686,653053-001,"Processor E7-4830 2.13GHz 8-Core Proces","Processor E7-4830 2.13GHz 8-Core Proces",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
687,697889-001,"SPS-BD HP 81E 8Gb SP PCI-e FC HBA","SPS-BD HP 81E 8Gb SP PCI-e FC HBA",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
688,765869-001,"HP 2TB 6G SATA 7.2k 2.5 MDL 512E SC HD","HP 2TB 6G SATA 7.2k 2.5 MDL 512E SC HD",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
689,777284-001,"SPS-PCA DL360/380 12-LFF SAS Backplane","SPS-PCA DL360/380 12-LFF SAS Backplane",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
690,813829-001,"SPS-PS 2650W 12VOUT 1U HTPLG RED HIEFF","SPS-PS 2650W 12VOUT 1U HTPLG RED HIEFF",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
691,834167-001,"SPS- Drive Kit: MSL LTO-7 FC","SPS- Drive Kit: MSL LTO-7 FC",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
692,840137-001,"HPE 840137-001 10GbE Dual-Port 562T Network Adapter for ProLiant Gen10","HPE 840137-001 10GbE Dual-Port 562T Network Adapter for ProLiant Gen10",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
693,876143-001,"SPS-MSA 26gb SW FC SFP ","SPS-MSA 26gb SW FC SFP ",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
694,AH338-67004,"Replacement, I/O Tray assy","Replacement, I/O Tray assy",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
695,P00523-001,"SPS-Controller assy StoreServ 8200 MC","SPS-Controller assy StoreServ 8200 MC",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
696,P05319-001,"SPS-DRV SSD 240GB SFF SATA RI SC DS","SPS-DRV SSD 240GB SFF SATA RI SC DS",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
697,P05321-001,"SPS-DRV SSD 960GB SFF SATA RI SC DS","SPS-DRV SSD 960GB SFF SATA RI SC DS",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
698,P05322-001,"SPS-DRV SSD 1.92TB SFF SATA RI SC DS","SPS-DRV SSD 1.92TB SFF SATA RI SC DS",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
699,P08572-001,"SPS-DRV SSD 1.92TB SFF SATA RI SC DS","SPS-DRV SSD 1.92TB SFF SATA RI SC DS",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
700,P11612-001,"SPS-CPU CLX 5218 - 2.3GHz 125W 16C","SPS-CPU CLX 5218 - 2.3GHz 125W 16C",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
701,P11618-001,"SPS-CLX 6248 - 2.5GHz 150W 20C","SPS-CLX 6248 - 2.5GHz 150W 20C",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
702,P11620-001,"SPS-CLX 6254 - 3.1GHz 200W 18C","SPS-CLX 6254 - 3.1GHz 200W 18C",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
703,P20504-001,"SPS-DIMM,64GB PC4-3200AA-R,4Gx4","SPS-DIMM,64GB PC4-3200AA-R,4Gx4",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
704,P20065-001,"SPS-HD 600G 15K 12G-SGKSTN-DIF 3P SS7&8K","SPS-HD 600G 15K 12G-SGKSTN-DIF 3P SS7&8K",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
705,P29141-001,"SPS-32G SFP+ SWL 1Pk","SPS-32G SFP+ SWL 1Pk",P,1,1,2,1,GCN,0,G,7,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
706,493083-001,"SPS DRV HD 300GB SAS","SPS DRV HD 300GB SAS",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
707,717426-001,"SPS-CAGE PCI DL360P SE","SPS-CAGE PCI DL360P SE",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
708,730248-001,"SPS-PROC E5-2643v2 6C 3.5GHz 25M 130W","SPS-PROC E5-2643v2 6C 3.5GHz 25M 130W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
709,732660-001,"SPS - Fan Assy NHP4056 Dual Rtr Gen8","SPS - Fan Assy NHP4056 Dual Rtr Gen8",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
710,768080-001,"SPS-PCA FLEX FABRIC 10GB","SPS-PCA FLEX FABRIC 10GB",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
711,785407-001,"SPS-DRV HD 300GB 12G 15K 2.5 SAS ENT","SPS-DRV HD 300GB 12G 15K 2.5 SAS ENT",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
712,791919-001,"SPS-PRO E5-4655v3 6C 2.9GHz 30M 135W","SPS-PRO E5-4655v3 6C 2.9GHz 30M 135W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
713,862133-001,"SPS-DRV HDD 4TB 6G 7,2K LFF SATA","SPS-DRV HDD 4TB 6G 7,2K LFF SATA",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
714,866966-001,"SPS-PCM 48 vdc,764w, old, ss8000","SPS-PCM 48 vdc,764w, old, ss8000",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
715,872735-001,"SPS-DRV HDD 300GB 12G 10K SFF SAS DS SC","SPS-DRV HDD 300GB 12G 10K SFF SAS DS SC",P,1,1,2,1,GCN,0,G,4,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
716,875055-001,"SPS-FAN CAGE","SPS-FAN CAGE",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
717,878412-001,"SPS-SWITCH HOOD INTR","SPS-SWITCH HOOD INTR",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
718,J9735-61001,"SU, 2920/2930M 1m Stacking Cable","SU, 2920/2930M 1m Stacking Cable",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
719,JG313-61001,"HP A5500 8-port Gig-T Module","HP A5500 8-port Gig-T Module",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
720,P00441-001,"SPS-DRV HDD 2.4TB 12G SFF SAS 512e","SPS-DRV HDD 2.4TB 12G SFF SAS 512e",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
721,P04177-001,"SPS DIMM 32GB PC4 2666V R 2G X4","SPS DIMM 32GB PC4 2666V R 2G X4",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
722,613922-001,"SPS-HDD EVA 600GB 10K SFF 6G M6625 SAS","SPS-HDD EVA 600GB 10K SFF 6G M6625 SAS",P,1,1,2,1,GCN,0,G,4,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
723,683251-001,"SPS-MODULE I/O DRIVE SHELF","SPS-MODULE I/O DRIVE SHELF",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
724,701536-001,"SPS-BLOM PCIe G3 2p 20GbE KR ELX","SPS-BLOM PCIe G3 2p 20GbE KR ELX",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
725,708068-001,"SPS-PROCURVE 6120G/XG BLADE SWITCH R2","SPS-PROCURVE 6120G/XG BLADE SWITCH R2",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
726,792834-001,"SPS-PCA Ethernet 10Gb 2P 557SFP+Adaptr","SPS-PCA Ethernet 10Gb 2P 557SFP+Adaptr",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
727,802513-001,"SPS-4x16 Gb 2Km ICL QSFP","SPS-4x16 Gb 2Km ICL QSFP",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
728,809669-001,"SPS-PS 1U 250W V2 MULTI-OUT NON HTPLG DL","SPS-PS 1U 250W V2 MULTI-OUT NON HTPLG DL",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
729,813174-001,"SPS HPE VC SE 40GB F8 MODULE","SPS HPE VC SE 40GB F8 MODULE",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
730,869706-001,"SPS-BD ENHANCED SPI","SPS-BD ENHANCED SPI",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
731,A6847-67101,"REPLACEMENT PART 1000 SX GB","REPLACEMENT PART 1000 SX GB",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
732,AB463-67006,"Rplmt-PCA, SAS Disk Backplane, Common","Rplmt-PCA, SAS Disk Backplane, Common",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
733,AB464-2002C,"ASSY, FAN, POWER, SAPPHIRE","ASSY, FAN, POWER, SAPPHIRE",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
734,AB464-67006,"RPLMT, PCA, INTERCONNECT BOARD, RX6600","RPLMT, PCA, INTERCONNECT BOARD, RX6600",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
735,AB563-69001,"SPS-512MB DIMM","SPS-512MB DIMM",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
736,AB567-69001,"SPS-Memory Module DDR2 8GB","SPS-Memory Module DDR2 8GB",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
737,AD279-60001,"Adapter, PCI 64P Serial MUX","Adapter, PCI 64P Serial MUX",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
738,AD355-67001,"Replacement, HP PCIe 2-port 4Gb FC HBA","Replacement, HP PCIe 2-port 4Gb FC HBA",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
739,AD393-67001,"RPL,HP PCIe 2p 4GB FC & 2P 1000SX Adptr","RPL,HP PCIe 2p 4GB FC & 2P 1000SX Adptr",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
740,AD399-69014,"SPS-ICH Mezzanine Card without TPM","SPS-ICH Mezzanine Card without TPM",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
741,AH232-6706A,"Replacement, BDB: SAS Disk Backplane","Replacement, BDB: SAS Disk Backplane",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
742,AM426-69019,"SPS-BEZEL, UPPER CPU TRAY, FRONT","SPS-BEZEL, UPPER CPU TRAY, FRONT",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
743,P11742-001,"SPS- PCA CLX CPU Mezz (TI)","SPS- PCA CLX CPU Mezz (TI)",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
744,120978-001,"SPS-BATTERY, NIMH,4.8V","SPS-BATTERY, NIMH,4.8V",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
745,660185-001,"SPS-POWER SUPPLY 1200W 1U HEPB","SPS-POWER SUPPLY 1200W 1U HEPB",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
746,871265-001,"SPS-BATT PACK MC 12W V3","SPS-BATT PACK MC 12W V3",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
747,AD142-2100B,"HP server S5 DW224EV DVD ROM","HP server S5 DW224EV DVD ROM",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
748,J9734-61001,"SU, 2920/2930M 0.5m Stacking Cable","SU, 2920/2930M 0.5m Stacking Cable",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
749,J9828-61001,"SU 5400R 700W PoE+ Power Supply","SU 5400R 700W PoE+ Power Supply",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
750,JG538-61001,"HP 1910-24 Switch","HP 1910-24 Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
751,493799-001,"SPS-BD,SYSTEM I/O","SPS-BD,SYSTEM I/O",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
752,606019-001,"SPS-BD SYS IO ENHANCED","SPS-BD SYS IO ENHANCED",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
753,777687-001,"SPS-Heatsink CPU 1 BL460c","SPS-Heatsink CPU 1 BL460c",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
754,791918-001,"SPS-PRO E5-4627v3 10C 2.6GHz 25M 135W","SPS-PRO E5-4627v3 10C 2.6GHz 25M 135W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
755,AH395-67003,"Replacmnt, Assy Fan Module","Replacmnt, Assy Fan Module",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
756,AH423-67001,"SPS-BD, PCA,PCIe 2D FireMV2250 Graphics","SPS-BD, PCA,PCIe 2D FireMV2250 Graphics",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
757,J9993-61001,"SU 8p 1G/10GbE SFP+ v3 zl2 Mod","SU 8p 1G/10GbE SFP+ v3 zl2 Mod",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
758,J9996-61001,"SU 2p 40GbE QSFP+ v3 zl2 Mod","SU 2p 40GbE QSFP+ v3 zl2 Mod",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
759,440328-001,"SPS-REDUNDANT POWER SUPPLY MSL G3","SPS-REDUNDANT POWER SUPPLY MSL G3",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
760,500242-001,"SPS-P/S 2400W 12V HTPLG","SPS-P/S 2400W 12V HTPLG",P,1,1,2,1,GCN,0,G,6,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
761,532235-001,"SPS-BD, SYSTEM I/O","SPS-BD, SYSTEM I/O",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
762,777290-001,"SPS-Heatsink ASSYSTD 105WDL380","SPS-Heatsink ASSYSTD 105WDL380",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
763,AT085-69026,"SPS-Processor 2.53GHz, 32M, 170W 8 core","SPS-Processor 2.53GHz, 32M, 170W 8 core",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
764,AT094-69001,"HP PCIe 2p 8Gb FC and 2p 1/10GbE Adtr","HP PCIe 2p 8Gb FC and 2p 1/10GbE Adtr",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
765,J9560-61001,"ProCurve 1410-16G Switch","ProCurve 1410-16G Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
766,J9737-61001,"SU, X332 1050W 100-240AC/54DC PS","SU, X332 1050W 100-240AC/54DC PS",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
767,JG540-61001,"HP 1910-48 Switch","HP 1910-48 Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
768,289544-001,"SPS-FAN,60X38MM,HTPLG","SPS-FAN,60X38MM,HTPLG",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
769,683240-001,"SPS-Battery PCM 764W Assy","SPS-Battery PCM 764W Assy",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
770,708067-001,"SPS-PCA W BL680c Motherboard A R2","SPS-PCA W BL680c Motherboard A R2",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
771,729639-001,"SPS-BD SA 244P Cache Module 4Gx72 1866","SPS-BD SA 244P Cache Module 4Gx72 1866",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
772,762451-001,"SPS-PRO E5-2680v3 12C 2.5GHz 120W","SPS-PRO E5-2680v3 12C 2.5GHz 120W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
773,784629-001,"SPS-CA SAS 2SFF+8SFF+AROC/H240+P440 Kit","SPS-CA SAS 2SFF+8SFF+AROC/H240+P440 Kit",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
774,806558-001,"SPS-CA SAS BL660c","SPS-CA SAS BL660c",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
775,A6968AX,"PC2100 512MB registered DDR DIMM 1.2"","PC2100 512MB registered DDR DIMM 1.2"",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
776,J9165-61001,"HP 10GbE al Switch Interconnect Kit","HP 10GbE al Switch Interconnect Kit",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
777,J9307A,"HP PROCURVE 24P 10/100/100 POE + ZI MOD","HP PROCURVE 24P 10/100/100 POE + ZI MOD",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
778,J9311-61201,"ProCurve 3500yl-48G PoE+ Switch SMO Supp","ProCurve 3500yl-48G PoE+ Switch SMO Supp",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
779,J9651-61001,"HP MSM430 Dual Radio 802.11n AP (WW)","HP MSM430 Dual Radio 802.11n AP (WW)",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
780,P04447-001,"SPS POWER SUPPLY 1600W 12V DC 90","SPS POWER SUPPLY 1600W 12V DC 90",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
781,P11532-001,"SPS-PCS M/B CLX","SPS-PCS M/B CLX",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
782,P19256-001,"SPS-PCA, MLB, DL20 CFLR w/BBU","SPS-PCA, MLB, DL20 CFLR w/BBU",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
783,P40841-001,"SPS-PCA, M/B SUBPAN, SYS BRD+PCA Handle","SPS-PCA, M/B SUBPAN, SYS BRD+PCA Handle",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
784,461488-001,"SPS-ASSY, 4GB ARRAY CTLR","SPS-ASSY, 4GB ARRAY CTLR",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
785,708046-001,"SPS-MODULE  OA  DDR2  R2","SPS-MODULE  OA  DDR2  R2",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
786,754376-001,"SPS-PS 950W RPS 1U HTPLG","SPS-PS 950W RPS 1U HTPLG",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
787,J9546-61001,"HP 8-port 10GBASE-T v2 zl Module","HP 8-port 10GBASE-T v2 zl Module",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
788,JG348-61101,"HP 1910-8G Switch","HP 1910-8G Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
789,P04749-001,"SPS HPE SYNERGY FLM NEXT GN","SPS HPE SYNERGY FLM NEXT GN",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
790,P21088-001,"HP G8-G10 480-GB 2.5 SATA 6G MU SSD","HP G8-G10 480-GB 2.5 SATA 6G MU SSD",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
791,773064-001,"SPS-M/B HASWELL-R v2","SPS-M/B HASWELL-R v2",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
792,785341-001,"SPS- Synergy 20Gb Interconnect Link Mod","SPS- Synergy 20Gb Interconnect Link Mod",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
793,AD221-67103,"Replacement, HP PCIe 1port GigE + 1Port","Replacement, HP PCIe 1port GigE + 1Port",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
794,AT111-69001,"SPS HP Integrity CN1100E PCIe 2-port CNA","SPS HP Integrity CN1100E PCIe 2-port CNA",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
